uuid,text,LLM_Answer
9300bf7a-290e-4f74-9139-edfb4367e62c,"COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT Revolution Medicines, Inc.', 'Sanofi and RevMed are referred to in this Agreement individually as a ""Party"" and collectively as the ""Parties.""', 'RevMed', 'Aventis, Inc.', 'Sanofi June 8, 2018 June 8, 2018 The term of this Agreement shall commence upon the Effective Date and, unless earlier terminated pursuant to this Article XII, shall continue in full force and effect until the expiration of Sanofi\'s payment obligations under Article IX or the Profit/Loss Share Agreement, whichever is later (the ""Term""). This Letter shall be governed by and construed in accordance with the laws of the State of New York without reference to any rules of conflict of laws.', 'This Agreement shall be governed by and construed in accordance with the laws of the State of New York without reference to any rules of conflict of laws.","Document name: COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT
Parties: Revolution Medicines, Inc. # Aventis, Inc.
Agreement date: 6/8/2018
Effective date: 6/8/2018
Expiration date: NA
Governing law: New York"
39b8b9b6-d2da-47fe-bb85-b74eec18fa97,"DISTRIBUTION AND DEVELOPMENT AGREEMENT Sekisui', 'Qualigen, Inc. and its Affiliates', 'Qualigen', 'Sekisui Diagnostics, LLC and its Affiliates May 1, 2016  The initial term of this Agreement shall commence on the Effective Date and shall continue for a period of five (5) years unless earlier terminated pursuant to Section 14 hereof (the ""Term""). This Agreement shall be governed by, and construed and interpreted in accordance with, the laws of the State of Delaware, without reference to its conflicts of laws principles.","Document name: DISTRIBUTION AND DEVELOPMENT AGREEMENT
Parties: Qualigen, Inc. # Sekisui Diagnostics, LLC
Agreement date: 5/1/2016
Effective date: 5/1/2016
Expiration date: 5/1/2021
Governing law: Delaware"
2a4454e3-0e72-4a22-9478-aca8aba27f49,"Mobile Application Development Agreement VAL', 'VGrab Asia Ltd.', 'Mr. Zheng Qing, Mr. Gu Xianwin and Ms. Chen Weijie 5th Day of March, 2019 This Agreement shall commence on 5th March 2019 This Agreement commences on the date it is executed and shall continue until full performance by both parties, or until earlier terminated by one party under the terms of this Agreement.', 'This Agreement will be for the maximum period of six (6) months beginning for the commencement date, renewable in accordance with the terms hereof, unless earlier terminated pursuant to this Agreement. This agreement shall be construed, interpreted and governed by and in accordance with the laws of Hong Kong.","Document name: Mobile Application Development Agreement
Parties: VGrab Asia Ltd. # Mr. Zheng Qing # Mr. Gu Xianwin # Ms. Chen Weijie
Agreement date: 3/5/2019
Effective date: 3/5/2019
Expiration date: 9/5/2019
Governing law: Hong Kong"
1f7f69a5-97b1-42dc-88a4-0fc805c642a7,"DOMAIN NAME AND CONTENT LICENSE AGREEMENT Beijing SINA Internet Information Service Co., Ltd.', 'Beijing Yisheng Leju Information Services Co., Ltd.', 'Licensor', 'Licensee  ""Effective Date"" means the Closing Date as set forth in the Share Purchase Agreement. The initial term of this Agreement (the ""Initial Term"") shall commence on the Effective Date and shall continue for a period of ten (10)  years thereafter. ""This Agreement and any dispute or claim arising out of or in connection with it or its subject matter shall be governed by,  and construed in accordance with, the laws of the People's Republic of China (without regard to its conflicts of laws rules that would mandate the  application of the laws of another jurisdiction)."", 'This Termination Agreement shall be governed by the laws of the PRC, without regard to conflicts of law principles.","Document name: DOMAIN NAME AND CONTENT LICENSE AGREEMENT
Parties: Beijing SINA Internet Information Service Co., Ltd. # Beijing Yisheng Leju Information Services Co., Ltd.
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: People's Republic of China"
45b89c9c-f284-4aaf-88dd-32c8df84395e,"CONTENT LICENSE AGREEMENT MobileVision Communications Ltd.', 'Distributor', 'Global Music International, Inc. d/b/a Independent Music Network', 'IMNTV 13/07/05 This Agreement is effective as of the last date signed below (""Effective Date"").<omitted>13/07/05 The initial term of this Agreement will begin on the Effective Date and end twelve (12) months after the Launch (the ""Term""). This Agreement will be governed by the laws of the State of Florida without regard to conflicts of law provisions.","Document name: CONTENT LICENSE AGREEMENT
Parties: MobileVision Communications Ltd. # Global Music International, Inc.
Agreement date: 13/07/05
Effective date: 13/07/05
Expiration date: NA
Governing law: Florida"
53cc9544-57ac-4dc9-8b81-88476b571051,"FORM OF CONTENT LICENSE AGREEMENT YOU ON DEMAND HOLDINGS, INC.', 'Licensor', 'Licensee', 'Beijing Sun Seven Stars Culture Development Limited ___________, 2015 __________, 2015 The Term of this Agreement (the ""Term"") shall commence on the Effective Date listed above and continue for twenty (20) years, unless sooner terminated as provided in Section 7(b). This Agreement shall be governed by and construed in all respects in accordance with the laws of the State of New York, without giving effect to any conflicts of laws principles.', 'The merits of the dispute shall be resolved in accordance with the laws of the State of New York, without reference to its choice of law rules.","Document name: FORM OF CONTENT LICENSE AGREEMENT
Parties: YOU ON DEMAND HOLDINGS, INC. # Beijing Sun Seven Stars Culture Development Limited
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: New York"
1e3a95e7-111a-4b45-a645-cba1f94fcac4,"CONTENT LICENSE AGREEMENT COMPANY', 'NCM', 'YGP, LLC,', '(COMPANY and CONTENT PROVIDER are hereinafter sometimes collectively referred to as the ""Parties"").', 'New China Media LLC', 'TWK Holdings, LLC', 'TWK', '(NCM, YGP and TWK shall be individually and collectively referred to as ""CONTENT PROVIDER"")', 'YGP', 'Digicorp, Inc.', 'a/k/a New China Media Limited 2nd day of June, 2008 2nd day of June, 2008 This Agreement and the provisions hereof, except as otherwise provided, shall be in full force and effect commencing on the date of execution by both Parties and shall extend for an initial term of two (2) years. This Agreement is to be governed by and construed in accordance with the Laws of the State of California applicable to contracts made and to be performed wholly within such State, and without regard to the conflicts of laws principles thereof.","Document name: CONTENT LICENSE AGREEMENT
Parties: NCM # YGP, LLC # TWK Holdings, LLC # Digicorp, Inc.
Agreement date: 6/2/2008
Effective date: NA
Expiration date: 6/2/2010
Governing law: California"
1af725a9-2386-4aed-a2f2-19e88ea0bd58,"CONTENT LICENSE AGREEMENT Licensor: PACIFICAP ENTERTAINMENT', 'Licensee THE HENRY FILM AND ENTERTAINMENT CORPORATION 3rd day of November, 2005  This Agreement will become effective as of the last date of signature (Effective Date) and shall, unless sooner terminated as provided below or as otherwise agreed, remain effective for an initial term of 10 Years following the first date of public availability of the PACIFICAP ENTERTAINMENT Content within a THE HENRY FILM AND ENTERTAINMENT CORPORATION Property (the ""Initial Term""). ","Document name: CONTENT LICENSE AGREEMENT
Parties: PACIFICAP ENTERTAINMENT # THE HENRY FILM AND ENTERTAINMENT CORPORATION
Agreement date: 11/3/2005
Effective date: NA
Expiration date: 11/3/2015
Governing law: NA"
7b41b0fd-cd3d-48df-a1b4-2bd2373bb24a,"CONTENT LICENSE AGREEMENT World Book, Inc.', 'HSWI', 'World Book', 'HSW International, Inc. September 17, 2008 September 17, 2008 This Agreement shall commence on the Effective Date and, except as set forth in Subsection (ii), continue in full force and effect through the Delivery Period. This Agreement, the rights and obligations of the parties hereto, and any claims or disputes thereto, shall be governed by and construed in accordance with the laws of the State of New York without reference to conflict of law principles. Venue for any proceedings not subject to arbitration under this Agreement shall be in the state and federal courts located in New York, New York.","Document name: CONTENT LICENSE AGREEMENT
Parties: World Book, Inc. # HSW International, Inc.
Agreement date: 9/17/2008
Effective date: 9/17/2008
Expiration date: NA
Governing law: New York"
fb1778ea-e7d8-4a22-af44-236aa90fddf7,"Media Content and License Agreement Watchit Media', 'Oceanic Time Warner Cable  Effective Dates: September 1, 2006, August 31, 2007 This agreement will be in effect until the end of 2006 and will be evaluated at that time. ","Document name: Media Content and License Agreement
Parties: Watchit Media # Oceanic Time Warner Cable
Agreement date: NA
Effective date: 9/1/2006
Expiration date: 12/31/2006
Governing law: NA"
400d32d7-3232-4ade-b496-13735dab5a26,"ADDENDUM TO\n\nZEBRA® PARTNERCONNECT DISTRIBUTOR AGREEMENT ScanSource, Inc.', 'Zebra Technologies do Brasil - Comércio de Produtos de Informåtica Ltda.', 'ScanSource Brazil Distribuidora de Technologias, Ltda.', 'SCANSOURCE DE MEXICO S. DE R.L. DE C.V.', 'Zebra', 'ScanSource Mexico', '(Collectively ""Distributor\')', 'ScanSource', 'Zebra Technologies International, LLC', 'Xplore', '""Zebra"" and the ""Distributor"" are referred to collectively as \'Parties"" and individually as a ""Party"".', 'ScanSource Brazil', 'Zebra Brazil', 'Xplore Technologies Corporation of America', 'ScanSource Latin America', 'ScanSource Latin America, Inc.', 'collectively ""Zebra"" 4th day of February 2019 4th day of February 2019  The terms of the Governing Law and Dispute Resolution provisions of the Distribution Agreement will apply to this Addendum.","Document name: ZEBRA® PARTNERCONNECT DISTRIBUTOR AGREEMENT
Parties: ScanSource, Inc. # Zebra Technologies do Brasil - Comércio de Produtos de Informåtica Ltda. # ScanSource Brazil Distribuidora de Technologias, Ltda. # SCANSOURCE DE MEXICO S. DE R.L. DE C.V. # Zebra # ScanSource Mexico # Zebra Technologies International, LLC # Xplore # Zebra Brazil # Xplore Technologies Corporation of America # ScanSource Latin America # ScanSource Latin America, Inc.
Agreement date: 2/4/2019
Effective date: NA
Expiration date: NA
Governing law: NA"
91e41ce3-50d2-4125-aaae-d41e1b7cbd7f,"AMENDMENT NO. 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT ScanSource, Inc.', 'Cisco', 'Distributor', 'Cisco Systems, Inc. 8/4/10  The Term of the Agreement is hereby extended to January 20, 2012 unless sooner terminated as provided for in the Agreement. ","Document name: AMENDMENT NO. 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT
Parties: ScanSource, Inc. # Cisco Systems, Inc.
Agreement date: 8/4/2010
Effective date: NA
Expiration date: 1/20/2012
Governing law: NA"
0ad659e2-f433-4a68-8c01-056f3b362d70,"EXCLUSIVE DISTRIBUTOR AGREEMENT Distributor', 'Company', 'A3 DEVELOPMENT GROUP, LLC', 'SMART RX SYSTEMS, INC. 17t h day of May, 2017  This contract shall remain in effect initially for the five (5) year term (""Initial Term"") from the date signed and shall be automatically extended for one (1) year periods after the Initial Term (""Renewal Term"") unless (i) either party provides written notice of its intention not to renew the Agreement within 180 days prior to any Renewal Term; or (ii) this Agreement is otherwise terminated pursuant to the terms of this Section 12. This Distributor Agreement shall be exclusively governed, construed, enforced and controlled by the laws of the United States of America and of the State of Texas.","Document name: EXCLUSIVE DISTRIBUTOR AGREEMENT
Parties: A3 DEVELOPMENT GROUP, LLC # SMART RX SYSTEMS, INC.
Agreement date: 5/17/2017
Effective date: 5/17/2017
Expiration date: 5/16/2022
Governing law: Texas"
3b00cb61-d7d8-4ff6-b394-988c6c04687b,"DISTRIBUTORSHIP AGREEMENT STAAR', 'Distributor', 'STAAR SURGICAL AG ____________ ____________ The term of this Agreement shall commence on the Effective Date and terminate in _____________, on _____________, unless terminated earlier pursuant to the terms of this Agreement; provided, however, that this Agreement may be renewed for successive one (1) year periods if STAAR and Distributor expressly agree in writing and in their sole discretion to renew this Agreement prior to the foregoing termination date or any successive renewal term. This Agreement, which is in English, shall be governed by and construed in accordance with the laws of the State of California without regard to the conflicts of laws principles thereof.","Document name: DISTRIBUTORSHIP AGREEMENT STAAR
Parties: STAAR SURGICAL AG
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: California"
23618c90-3732-4b4d-b260-1988d8e41e2e,"DISTRIBUTORSHIP AGREEMENT Zogenix', 'Distributor', 'Zogenix and Distributor may be referred to individually as a ""Party"" and collectively as the ""Parties"".', 'ZOGENIX, INC.', 'Nippon Shinyaku Company, Ltd. March 18, 2019 March 18, 2019 This Agreement shall commence on the Effective Date and shall remain in effect until September 1, 2045, unless earlier terminated by either Party pursuant to this Article 12 (the ""Term""). ""This Agreement and all questions regarding its existence, validity, interpretation, breach or performance and any dispute or claim arising out of or in connection with it (whether contractual or non-contractual in nature such as claims in tort, from breach of statute or regulation or otherwise) shall be governed by, and construed and enforced in accordance with, the laws of the State of New York, United States, without reference to its conflicts of law principles to the extent those principles would require applying another jurisdiction's laws.""","Document name: DISTRIBUTORSHIP AGREEMENT
Parties: ZOGENIX, INC. # Nippon Shinyaku Company, Ltd.
Agreement date: 3/18/2019
Effective date: 3/18/2019
Expiration date: 9/1/2045
Governing law: New York"
a0d51a77-4851-425a-b1ce-74b21a17ee38,"WIRELESS CONTENT LICENSE AGREEMENT Fox and Licensee are collectively referred to as the ""parties"" and each individually as a ""party.""', 'Sorrent, Inc.', 'TWENTIETH CENTURY FOX LICENSING & MERCHANDISING', 'Licensee', 'Fox December 16, 2004, December 16, 2004 The rights granted hereunder shall be effective as of the Effective Date and shall expire on December 31, 2006 (the ""Term""); provided, however, that with respect to each Property, all rights and licenses granted herein will continue in full force and effect for a period of eighteen (18) months after the initial theatrical release of that Property. This Agreement shall be construed in accordance with the laws of the State of California applicable to agreements executed and to be wholly performed therein.","Document name: WIRELESS CONTENT LICENSE AGREEMENT
Parties: Sorrent, Inc. # TWENTIETH CENTURY FOX LICENSING & MERCHANDISING
Agreement date: 12/16/2004
Effective date: 12/16/2004
Expiration date: 6/30/2006
Governing law: California"
2ca9959d-8356-49da-92ca-2b7d4822914b,"Wireless Content License Agreement Number 12965', 'AMENDMENT NO. 1 Glu Mobile, Inc. f/k/a Sorrent, Inc.', 'Licensee', 'Fox Mobile Entertainment, Inc.', 'Fox November 11, 2005   ","Document name: Wireless Content License Agreement Number 12965
Parties: Glu Mobile, Inc. # Fox Mobile Entertainment, Inc.
Agreement date: 11/11/2005
Effective date: NA
Expiration date: NA
Governing law: NA"
67120c69-39f0-4eee-9def-f8ad33840a2f,"Wireless Content License Agreement Number 12965', 'AMENDMENT NO. 2 Glu Mobile, Inc. f/k/a Sorrent, Inc.', 'Licensee', 'Fox Mobile Entertainment, Inc.', 'Fox March 27, 2006   ","Document name: Wireless Content License Agreement Number 12965
Parties: Glu Mobile, Inc. # Fox Mobile Entertainment, Inc.
Agreement date: 3/27/2006
Effective date: NA
Expiration date: NA
Governing law: NA"
c36d65df-023e-48c3-b748-df9d453fd7f2,"AMENDMENT NO. 3', 'Wireless Content License Agreement Number 12965 Glu Mobile Inc.', 'Licensee', 'Fox Mobile Entertainment, Inc.', 'Fox February 19, 2007  The rights granted hereunder shall be effective as of the Effective Date and shall expire on December 31, 2006 (the ""Term""); provided, however, that with respect to each Property, including Robots, Kingdom of Heaven, Mr. and Mrs. Smith, In Her Shoes, Idiocracy (Oww My Balls) and Ice Age II, all right and licenses granted herein will continue in full force and effect until March 31, 2008."" ","Document name: Wireless Content License Agreement Number 12965
Parties: Glu Mobile Inc. # Fox Mobile Entertainment, Inc.
Agreement date: 2/19/2007
Effective date: NA
Expiration date: 3/31/2008
Governing law: NA"
5992067b-1015-4027-84cb-4b5363960a94,"SAMPLE OF NON-DISCLOSURE AND NON-COMPETITION AGREEMENT Member', '___________________________', 'Franchisee this  _____ day of _________, 20___   ","Document name: SAMPLE OF NON-DISCLOSURE AND NON-COMPETITION AGREEMENT
Parties: Member # Franchisee
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: NA"
a7076d05-de98-4bd0-bcce-0197887fc05d,"CONTENT LICENSE, MARKETING AND SALES AGREEMENT Playboy.com, Inc.', '""Client,"" which shall include  affiliates controlling, controlled by or under common control with Playboy.com, Inc.', 'EFS', 'eFashion Solutions, LLC January 15, 2008 January 15, 2008 This Agreement shall commence as of the Effective Date and, unless earlier terminated as provided under  this Agreement, shall terminate five (5) years following the date of launch of the first Website, but in no event later than February  28, 2013 (the ""Initial Term""). This Agreement shall be governed by and construed in accordance with the laws  of the Illinois without giving effect to its conflict of laws principles.","Document name: CONTENT LICENSE, MARKETING AND SALES AGREEMENT
Parties: Playboy.com, Inc. # eFashion Solutions, LLC
Agreement date: 1/15/2008
Effective date: 1/15/2008
Expiration date: 2/28/2013
Governing law: Illinois"
de4046a0-7ce5-4bf0-af48-aac63e11c831,"SUPPLIER/SUBCONTRACTOR CONTRACT SUPPLIER', 'PLAYBOY.COM, INC.', 'PURCHASER    ","Document name: SUPPLIER/SUBCONTRACTOR CONTRACT
Parties: PLAYBOY.COM, INC.
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: NA"
3f0f5388-9f01-46c3-b723-1db2a93b7526,"NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT Cisco', 'ScanSource, Inc.', 'Distributor', 'Cisco Systems, Inc. January 22, 2007 January 22, 2007', 'the date last written below (""the Effective Date"") This Agreement shall commence on the Effective Date and continue thereafter for a period of two (2) years, unless extended by written agreement of both parties or sooner terminated as set forth below. The validity, interpretation, and performance of this Agreement shall be controlled by and construed under the laws of the State of New York, United States of America, as if performed wholly within the state and without giving effect to the principles of conflicts of law, and the state and federal courts of California shall have jurisdiction over any claim arising under this Agreement.","Document name: NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT
Parties: Cisco # ScanSource, Inc. # Cisco Systems, Inc.
Agreement date: 1/22/2007
Effective date: 1/22/2007
Expiration date: 1/22/2009
Governing law: New York"
79daf8d6-abe1-4cd1-862e-b3d265fdd8eb,"Software License Agreement [v.08.05.03 Cisco', 'Customer', 'Cisco Systems, Inc. or its subsidiary licensing the Software instead of Cisco Systems, Inc. (""Cisco""),   This Agreement and the license granted herein shall remain effective until terminated. The Warranty and the Software License shall be governed by and construed in accordance with the laws of the State of California, without reference to principles of conflict of laws.","Document name: Software License Agreement
Parties: Cisco # Customer
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: California"
cd8b7715-e6a9-49f4-b27c-bbb2c98ae726,"SOFTWARE DEVELOPMENT AGREEMENT Pelican Delivers Inc.', 'DOT COM LLC, OBA Seattle Software Developers', 'Client', '(Developer and Client are individually referred to herein as a Party, and collectively as the Parties', 'Developer December 3rd, 2018 ( December 3rd, 2018 ""Unless otherwise provided herein, this Agreement will commence on the Effective Date and continue through the completion or termination of Developer's services and work product as mutually agreed upon between the Parties (the Project)."" This Agreement will be governed by the laws of the State of Washington without regards for its conflict of laws principle.","Document name: SOFTWARE DEVELOPMENT AGREEMENT
Parties: Pelican Delivers Inc. # DOT COM LLC, OBA Seattle Software Developers # Client
Agreement date: 12/3/2018
Effective date: 12/3/2018
Expiration date: NA
Governing law: Washington"
584fe5ff-ee3c-4103-a559-81c716f286a3,"Software Development Agreement', 'STATEMENT OF WORK - APPENDIX A Developer', 'Client', 'SEATTLE SOFTWARE DEVELOPERS, Inc.', 'PELICAN DELIVERS INC.    ","Document name: Software Development Agreement
Parties: SEATTLE SOFTWARE DEVELOPERS, Inc. # PELICAN DELIVERS INC.
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: NA"
2142d802-f838-48ea-91e5-2c632e3b47e6,"MANUFACTURING AGREEMENT Premier', 'PREMIER NUTRITION CORPORATION', '(each a ""Party"", collectively, the ""Parties"").', 'Heritage', 'Stremicks Heritage Foods, LLC first day of July, 2017 ( first day of July, 2017 The term of this Agreement will commence on the Commencement Date and will continue through December 31, 2022 or until this Agreement is otherwise terminated in accordance with its provisions (""Term"").', 'This Agreement shall commence on the Effective Date and shall terminate automatically without notice on December 31, 2022, unless the Parties agree in writing to extend the term of the Agreement (the initial term and any renewal terms are referred to collectively herein as the ""Term""). All matters relating to this Agreement, the rights of the Parties hereunder and the construction of the terms hereof shall be governed by the laws of the State of California, without regard to conflicts of laws principles.","Document name: MANUFACTURING AGREEMENT
Parties: PREMIER NUTRITION CORPORATION # Stremicks Heritage Foods, LLC
Agreement date: 7/1/2017
Effective date: 7/1/2017
Expiration date: 12/31/2022
Governing law: California"
d459ef03-a228-4f07-927b-36ecadb25b35,"MANUFACTURING AGREEMENT', 'AMENDMENT NO. 1 Premier Nutrition Corporation', 'Heritage', ""Stremick's Heritage Foods, LLC"", 'Premier June 11, 2018 June 11, 2018  ","Document name: MANUFACTURING AGREEMENT, AMENDMENT NO. 1
Parties: Premier Nutrition Corporation # Stremick's Heritage Foods, LLC
Agreement date: 6/11/2018
Effective date: 6/11/2018
Expiration date: NA
Governing law: NA"
233e458c-c152-41cd-b1e9-b75715fc7fc5,"AMENDMENT NO. 3', 'MANUFACTURING AGREEMENT Premier Nutrition Corporation', 'Heritage', 'Premier', 'Stremicks Heritage Foods, LLC July 3, 2019 July 3, 2019  ","Document name: AMENDMENT NO. 3
Parties: Premier Nutrition Corporation # Stremicks Heritage Foods, LLC
Agreement date: 7/3/2019
Effective date: 7/3/2019
Expiration date: NA
Governing law: NA"
4c2f0557-7c72-4f07-be06-2328b39e5c5f,"CONSULTING AGREEMENT Consultant', 'Company', 'Kiromic, Inc', 'Gianluca Rotino July 20, 2018 This letter agreement will be effective as of July 1, 2018. This Agreement will commence on the Effective Date and will continue until termination as provided below. This Agreement shall be governed by the laws of the State of Texas, without reference to its conflicts of law principles.","Document name: CONSULTING AGREEMENT
Parties: Kiromic, Inc # Gianluca Rotino
Agreement date: 7/20/2018
Effective date: 7/1/2018
Expiration date: NA
Governing law: Texas"
79abe7f8-9a65-4e5e-bd1b-c23df3d2d270,"CONSULTING AGREEMENT GROUPE PARAMEUS CORP', 'Sphere 3D Corp.', 'Consultant', 'Company June 1st, 2020 June 1st, 2020 This Agreement is for a term (the ""Term"") of 12 months from the Effective Date on June 1s t 2020 and expiring May 31st 2021. This Consulting Agreement shall be governed by, and construed pursuant to the laws of the State of New York, applicable to agreements made and performed wholly within such State.","Document name: CONSULTING AGREEMENT
Parties: GROUPE PARAMEUS CORP # Sphere 3D Corp.
Agreement date: 6/1/2020
Effective date: 6/1/2020
Expiration date: 5/31/2021
Governing law: New York"
93709fdf-4592-4a6c-923b-68558bc91c7c,"CONSULTING AGREEMENT Global Technologies, Ltd', 'Timothy Cabrera', '(individually, a ""Party""; collectively, the ""Parties"").', 'Consultant', 'Company This Consulting Agreement (the ""Agreement"") is made and entered into as of this 2nd day of January 2020, 2nd day of January 2020 This Agreement shall be in full force and effect commencing on January 2, 2020 and shall remain in effect for one (1) year or until Consultant completes the services requested This Agreement and the legal relations among the Parties hereto shall be governed by and construed in accordance with the laws of the State of Florida, without regard to its conflict of law doctrine.","Document name: CONSULTING AGREEMENT
Parties: Global Technologies, Ltd # Timothy Cabrera
Agreement date: 1/2/2020
Effective date: 1/2/2020
Expiration date: 1/2/2021
Governing law: Florida"
0c576fd3-e1e2-44ae-80bb-c53db4aa04d3,"Consulting Agreement TruckThat LLC', 'Company and Consultant shall sometimes be referred to herein singularly as a ""Party"" or collectively as the ""Parties"" to this Agreement.', 'Consultant', 'Driven Deliveries, Inc.', 'Company May 1, 2019 May 1, 2019 The initial term of this Agreement shall be the sooner of six (6) months from the Effective Date, or replacement of this Agreement with a subsequent agreement between the Parties. This Agreement shall be governed by the laws of the State of California, without regard to the conflicts of law provisions of any jurisdiction.","Document name: Consulting Agreement
Parties: TruckThat LLC # Driven Deliveries, Inc.
Agreement date: 5/1/2019
Effective date: 5/1/2019
Expiration date: 10/31/2019
Governing law: California"
58b1d0e0-dc3b-4723-89c3-82553662d52a,"CONSULTING AGREEMENT INTERMARK CAPITAL CORP.', 'CORAL GOLD RESOURCES LTD.', 'Company', 'Consultant 1st day of February, 2020 the Effective Date of this Agreement shall be February 1, 2020, despite the actual date of execution of this Agreement. The term of this Agreement is for a period of five (5) years (the ""Term"") commencing on the Effective Date and, unless terminated earlier in accordance with the termination provisions of this Agreement, ending on January 31, 2025. Unless otherwise agreed to in writing by the parties, the Agreement shall be governed by and construed in accordance with the laws of the Province of British Columbia and the federal laws of Canada applicable therein, and the parties hereto submit and attorn to the jurisdiction of the courts of the Province of British Columbia.","Document name: CONSULTING AGREEMENT
Parties: INTERMARK CAPITAL CORP. # CORAL GOLD RESOURCES LTD.
Agreement date: 2/1/2020
Effective date: 2/1/2020
Expiration date: 1/31/2025
Governing law: British Columbia"
ad0e1080-929d-4ef8-acde-194977e2e440,"FRANCHISE AGREEMENT Pretzel Time', 'Pretzel Time, Inc.', 'doing business  as  Pretzel  Time', 'FRANCHISOR', 'Franchisee this day of , 19 this day of , 19 The term of this Agreement shall commence on the Effective Date of this Agreement  and shall expire  twenty (20) years from the  effective  date of this Agreement. Except to the extent governed by the U.S. Trademark Act of 1946 (Lanham Act, 15 U.S.C.  ""1051 et seq.),  this Agreement,  the other agreements  referred herein,  and the offer and the sale of the  franchise  shall be  governed in all respects  and  aspects  by the  laws of the  Commonwealth  of  Pennsylvania  and expressly  excluding  the laws  pertaining  to the choice of law and conflict of laws.","Document name: FRANCHISE AGREEMENT Pretzel Time
Parties: Pretzel Time, Inc. # Franchisee
Agreement date: NA
Effective date: NA
Expiration date: NA
Governing law: Pennsylvania"
fdfc150f-bfce-496e-bd2e-aa4ee090e31a,"CONSULTING AGREEMENT IREYA B.V', 'Consultant', 'Aduro Biotech, Inc.', 'Aduro June 1, 2020 July 1, 2020 This Agreement shall begin on the Effective Date and shall continue until December 31, 2020, unless extended or earlier terminated. This Agreement shall be construed and enforced in accordance with the laws of the State of California, without regard to the conflict of law principles of California or any other jurisdiction.","Document name: CONSULTING AGREEMENT IREYA B.V
Parties: IREYA B.V # Aduro Biotech, Inc.
Agreement date: 6/1/2020
Effective date: 6/1/2020
Expiration date: 12/31/2020
Governing law: California"
c404e960-a16d-42c8-89ab-e047feb54470,"Online Hosting Agreement Tadeo E-Commerce Corp.', 'Diplomat Direct Marketing Corporation', 'Diplomat', 'Tadeo 1st day of June, 1999 1st day of June, 1999 The term of this Agreement shall begin on the date hereof (the ""Effective Date"") and shall continue for a period of 12 months thereafter (the ""Period"") in full force and effect until it is terminated in accordance with this Section 3. This Agreement shall be governed by and construed in accordance with the internal laws of the State of New York applicable to agreements made and to be performed entirely within such State, without regard to the conflicts of law principles of such State.","Document name: Online Hosting Agreement
Parties: Tadeo E-Commerce Corp. # Diplomat Direct Marketing Corporation
Agreement date: 6/1/1999
Effective date: 6/1/1999
Expiration date: 6/1/2000
Governing law: New York"
f90320aa-929a-4a3e-b9aa-0fced0d71841,"LICENSE AND HOSTING AGREEMENT TAG', 'LMG', 'Legacy Marketing Group, Inc.', 'Transaction Applications Group, Inc. 17t h day of October, 2007 17t h day of October, 2007 This Agreement shall become effective as of the Effective Date and, unless terminated under this Article, shall continue in effect until the Conversion Date (the ""Term""); provided that, with respect to any LMG Tools identified in Exhibit A as having a license term beyond the Conversion Date, TAG\'s License to, and LMG\'s obligation to provide LMG Services for, such LMG Tools shall survive for the period specified in Exhibit A. RATHER THESE RIGHTS AND OBLIGATIONS SHALL BE GOVERNED BY THE LAWS, OTHER THAN CHOICE OF LAW RULES, OF THE STATE OF GEORGIA.","Document name: LICENSE AND HOSTING AGREEMENT
Parties: LMG # Transaction Applications Group, Inc.
Agreement date: 10/17/2007
Effective date: 10/17/2007
Expiration date: NA
Governing law: Georgia"
19f56c69-dd28-4d51-b67b-8e66aca6bcba,"AGENCY AGREEMENT The Bon-Ton Stores, Inc.', 'Notes Trustee', 'GA', 'collectively with GA, the ""Agent""', 'collectively, ""Merchant""', 'Tiger Capital Group, LLC', 'GA Retail, Inc.', 'Wilmington Savings Fund Society, FSB', 'its associated chapter 11 debtors in possession', 'collectively with Agent, ""Purchaser""', 'Purchaser and Merchant are collectively the ""Parties.""', 'Tiger April 18, 2018,   This Agreement shall be governed by and interpreted in accordance with the laws of the State of Delaware without reference to any conflict of laws provisions thereof, except where governed by the Bankruptcy Code.","Document name: AGENCY AGREEMENT
Parties: The Bon-Ton Stores, Inc. # Tiger Capital Group, LLC # GA Retail, Inc. # Wilmington Savings Fund Society, FSB
Agreement date: 4/18/2018
Effective date: NA
Expiration date: NA
Governing law: Delaware"
