uuid,entity_type,entity_text
429ed7a1-1cf7-4feb-a2d8-8b5b6e30bca8,2,"National CineMedia, LLC"
429ed7a1-1cf7-4feb-a2d8-8b5b6e30bca8,4,3/14/2011
429ed7a1-1cf7-4feb-a2d8-8b5b6e30bca8,5,
429ed7a1-1cf7-4feb-a2d8-8b5b6e30bca8,6,3/14/2016
429ed7a1-1cf7-4feb-a2d8-8b5b6e30bca8,3,Delaware
ce8604f7-b2bc-4fe6-9c3a-c572cfff4095,1,AFFILIATE AGREEMENT LKPL
ce8604f7-b2bc-4fe6-9c3a-c572cfff4095,2,Axiometric
ce8604f7-b2bc-4fe6-9c3a-c572cfff4095,2,Link Plus Corporation
ce8604f7-b2bc-4fe6-9c3a-c572cfff4095,2,"Axiometric, LLC"
ce8604f7-b2bc-4fe6-9c3a-c572cfff4095,4,7/15/2005
ce8604f7-b2bc-4fe6-9c3a-c572cfff4095,5,7/15/2005
ce8604f7-b2bc-4fe6-9c3a-c572cfff4095,6,
ce8604f7-b2bc-4fe6-9c3a-c572cfff4095,3,Maryland
23b975c6-9446-4d38-9a3e-8ea2e5ac59d6,1,Affiliate Program / Premium Affiliate Management General Terms and Conditions
23b975c6-9446-4d38-9a3e-8ea2e5ac59d6,2,element 5 GmbH
23b975c6-9446-4d38-9a3e-8ea2e5ac59d6,2,Software Publishers
23b975c6-9446-4d38-9a3e-8ea2e5ac59d6,4,
23b975c6-9446-4d38-9a3e-8ea2e5ac59d6,5,
23b975c6-9446-4d38-9a3e-8ea2e5ac59d6,6,
23b975c6-9446-4d38-9a3e-8ea2e5ac59d6,3,Germany
e45aa2b8-2908-4490-b05d-dd9d5509e048,1,MARKETING AFFILIATE AGREEMENT
e45aa2b8-2908-4490-b05d-dd9d5509e048,2,"National Credit Report.com, LLC"
e45aa2b8-2908-4490-b05d-dd9d5509e048,2,"Equidata, Inc."
e45aa2b8-2908-4490-b05d-dd9d5509e048,4,10/1/2008
e45aa2b8-2908-4490-b05d-dd9d5509e048,5,
e45aa2b8-2908-4490-b05d-dd9d5509e048,6,10/1/2009
e45aa2b8-2908-4490-b05d-dd9d5509e048,3,Virginia
e1fe019e-5d25-466f-ae19-531bfcc8e627,1,CHARTER AFFILIATE AFFILIATION AGREEMENT
e1fe019e-5d25-466f-ae19-531bfcc8e627,2,"The TUBE Music Network, Inc."
e1fe019e-5d25-466f-ae19-531bfcc8e627,2,Tribune Broadcasting Company
e1fe019e-5d25-466f-ae19-531bfcc8e627,4,3/6/2006
e1fe019e-5d25-466f-ae19-531bfcc8e627,5,3/6/2006
e1fe019e-5d25-466f-ae19-531bfcc8e627,6,3/31/2011
e1fe019e-5d25-466f-ae19-531bfcc8e627,3,New York
a07e7bca-0bc0-4b7f-93a5-daeac5501820,1,AFFILIATE OFFICE AGREEMENT
a07e7bca-0bc0-4b7f-93a5-daeac5501820,2,"Payment Data Systems, Inc."
a07e7bca-0bc0-4b7f-93a5-daeac5501820,2,"NETWORK 1 FINANCIAL, INC."
a07e7bca-0bc0-4b7f-93a5-daeac5501820,4,
a07e7bca-0bc0-4b7f-93a5-daeac5501820,5,
a07e7bca-0bc0-4b7f-93a5-daeac5501820,6,180 days from the date set forth below
a07e7bca-0bc0-4b7f-93a5-daeac5501820,3,Virginia # Texas
1d82a1a0-9a9e-4213-bd1a-de48666c6411,1,ENDORSEMENT AGREEMENT
1d82a1a0-9a9e-4213-bd1a-de48666c6411,2,Berkshire
1d82a1a0-9a9e-4213-bd1a-de48666c6411,2,GENO AURIEMMA
1d82a1a0-9a9e-4213-bd1a-de48666c6411,4,5/17/12
1d82a1a0-9a9e-4213-bd1a-de48666c6411,5,
1d82a1a0-9a9e-4213-bd1a-de48666c6411,6,5/31/2016
1d82a1a0-9a9e-4213-bd1a-de48666c6411,3,Connecticut
b2aacfb9-c54e-4fc9-b9d3-7bfbbf28ef43,1,ENDORSEMENT AGREEMENT NFLA-NC
b2aacfb9-c54e-4fc9-b9d3-7bfbbf28ef43,2,"National Football League Alumni, Inc."
b2aacfb9-c54e-4fc9-b9d3-7bfbbf28ef43,2,Gridiron BioNutrients™
b2aacfb9-c54e-4fc9-b9d3-7bfbbf28ef43,2,National Football League Alumni - Northern California Chapter
b2aacfb9-c54e-4fc9-b9d3-7bfbbf28ef43,2,"Food For Athletes, Inc"
b2aacfb9-c54e-4fc9-b9d3-7bfbbf28ef43,4,10/30/2017
b2aacfb9-c54e-4fc9-b9d3-7bfbbf28ef43,5,11/1/2017
b2aacfb9-c54e-4fc9-b9d3-7bfbbf28ef43,6,11/2/2020
b2aacfb9-c54e-4fc9-b9d3-7bfbbf28ef43,3,California
a28f3367-af34-422f-83b3-84bc8ffddd7d,1,TALENT ENDORSEMENT AGREEMENT
a28f3367-af34-422f-83b3-84bc8ffddd7d,2,Celebrity Speakers
a28f3367-af34-422f-83b3-84bc8ffddd7d,2,Tigrent Learning UK Limited
a28f3367-af34-422f-83b3-84bc8ffddd7d,4,
a28f3367-af34-422f-83b3-84bc8ffddd7d,5,1/1/2013
a28f3367-af34-422f-83b3-84bc8ffddd7d,6,12/31/2013
a28f3367-af34-422f-83b3-84bc8ffddd7d,3,England and Wales
72697689-c1ce-4abd-9a0a-728183661e16,1,Split-Dollar Endorsement Agreement
72697689-c1ce-4abd-9a0a-728183661e16,2,Employer
72697689-c1ce-4abd-9a0a-728183661e16,2,Prudential Bank
72697689-c1ce-4abd-9a0a-728183661e16,2,Employee
72697689-c1ce-4abd-9a0a-728183661e16,2,Jeffrey Hanuscin
72697689-c1ce-4abd-9a0a-728183661e16,4,6/1/2017
72697689-c1ce-4abd-9a0a-728183661e16,5,6/1/2017
72697689-c1ce-4abd-9a0a-728183661e16,6,
72697689-c1ce-4abd-9a0a-728183661e16,3,Pennsylvania
9edf0f0d-fdcd-4a05-bf90-f7042837fddb,1,ENDORSEMENT
9edf0f0d-fdcd-4a05-bf90-f7042837fddb,2,Thrivent Financial for Lutherans
9edf0f0d-fdcd-4a05-bf90-f7042837fddb,4,7/1/2019
9edf0f0d-fdcd-4a05-bf90-f7042837fddb,5,7/1/2019
9edf0f0d-fdcd-4a05-bf90-f7042837fddb,6,
9edf0f0d-fdcd-4a05-bf90-f7042837fddb,3,
8e7de86e-4759-4967-8f02-1c066d133416,1,Development Agreement
8e7de86e-4759-4967-8f02-1c066d133416,2,"CNS Pharmaceuticals, Inc."
8e7de86e-4759-4967-8f02-1c066d133416,2,WPD Pharmaceuticals
8e7de86e-4759-4967-8f02-1c066d133416,4,3/20/2020
8e7de86e-4759-4967-8f02-1c066d133416,5,3/20/2020
8e7de86e-4759-4967-8f02-1c066d133416,6,
8e7de86e-4759-4967-8f02-1c066d133416,3,Texas
36f7c4a5-36ba-44de-83b4-9d114d17cd30,1,Consulting and Product Development Agreement
36f7c4a5-36ba-44de-83b4-9d114d17cd30,2,Emerald Health Nutraceuticals Inc.
36f7c4a5-36ba-44de-83b4-9d114d17cd30,2,Emerald Health Sciences Inc.
36f7c4a5-36ba-44de-83b4-9d114d17cd30,4,9/1/2016
36f7c4a5-36ba-44de-83b4-9d114d17cd30,5,9/1/2016
36f7c4a5-36ba-44de-83b4-9d114d17cd30,6,9/1/2026
36f7c4a5-36ba-44de-83b4-9d114d17cd30,3,Arizona
867aabff-7d76-459c-bb9f-3cbbf125ccfd,1,DEVELOPMENT AND OPTION AGREEMENT
867aabff-7d76-459c-bb9f-3cbbf125ccfd,2,"Harpoon Therapeutics, Inc."
867aabff-7d76-459c-bb9f-3cbbf125ccfd,2,AbbVie Biotechnology Ltd
867aabff-7d76-459c-bb9f-3cbbf125ccfd,4,11/20/2019
867aabff-7d76-459c-bb9f-3cbbf125ccfd,5,11/20/2019
867aabff-7d76-459c-bb9f-3cbbf125ccfd,6,
867aabff-7d76-459c-bb9f-3cbbf125ccfd,3,Delaware
82501e48-d2da-4ee0-8591-428173a368bb,1,MASTER JOINT DEVELOPMENT AGREEMENT
82501e48-d2da-4ee0-8591-428173a368bb,2,CC-Pharming
82501e48-d2da-4ee0-8591-428173a368bb,2,iBio Inc.
82501e48-d2da-4ee0-8591-428173a368bb,2,Beijing CC-Pharming Ltd.
82501e48-d2da-4ee0-8591-428173a368bb,4,8/8/2018
82501e48-d2da-4ee0-8591-428173a368bb,5,8/8/2018
82501e48-d2da-4ee0-8591-428173a368bb,6,
82501e48-d2da-4ee0-8591-428173a368bb,3,Texas
efc86670-f131-4b80-9da0-9a35abd43478,1,OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT
efc86670-f131-4b80-9da0-9a35abd43478,2,DSS
efc86670-f131-4b80-9da0-9a35abd43478,2,HotApp International Ltd.
efc86670-f131-4b80-9da0-9a35abd43478,2,"Document Security Systems, Inc."
efc86670-f131-4b80-9da0-9a35abd43478,4,3/1/2018
efc86670-f131-4b80-9da0-9a35abd43478,5,3/1/2018
efc86670-f131-4b80-9da0-9a35abd43478,6,3/1/2019
efc86670-f131-4b80-9da0-9a35abd43478,3,New York
e6aafcd7-e2a1-4dad-9546-121b8f179201,1,REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT
e6aafcd7-e2a1-4dad-9546-121b8f179201,2,"T&B Seminars, Inc."
e6aafcd7-e2a1-4dad-9546-121b8f179201,2,"Legacy Education Alliance Holdings, Inc."
e6aafcd7-e2a1-4dad-9546-121b8f179201,4,12/23/2019
e6aafcd7-e2a1-4dad-9546-121b8f179201,5,12/23/2019
e6aafcd7-e2a1-4dad-9546-121b8f179201,6,12/23/2024
e6aafcd7-e2a1-4dad-9546-121b8f179201,3,New York
a67d1d50-614a-4432-834f-0e7db80cabda,1,License and Development Agreement NLS-1 Pharma AG
a67d1d50-614a-4432-834f-0e7db80cabda,2,Eurofarma Laboratórios S.A.
a67d1d50-614a-4432-834f-0e7db80cabda,2,NLS
a67d1d50-614a-4432-834f-0e7db80cabda,4,
a67d1d50-614a-4432-834f-0e7db80cabda,5,
a67d1d50-614a-4432-834f-0e7db80cabda,6,10 years from the Launch
a67d1d50-614a-4432-834f-0e7db80cabda,3,Netherlands
9300bf7a-290e-4f74-9139-edfb4367e62c,1,"COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT"
9300bf7a-290e-4f74-9139-edfb4367e62c,2,"Revolution Medicines, Inc."
9300bf7a-290e-4f74-9139-edfb4367e62c,2,"Aventis, Inc."
9300bf7a-290e-4f74-9139-edfb4367e62c,4,6/8/2018
9300bf7a-290e-4f74-9139-edfb4367e62c,5,6/8/2018
9300bf7a-290e-4f74-9139-edfb4367e62c,6,
9300bf7a-290e-4f74-9139-edfb4367e62c,3,New York
39b8b9b6-d2da-47fe-bb85-b74eec18fa97,1,DISTRIBUTION AND DEVELOPMENT AGREEMENT
39b8b9b6-d2da-47fe-bb85-b74eec18fa97,2,"Qualigen, Inc."
39b8b9b6-d2da-47fe-bb85-b74eec18fa97,2,"Sekisui Diagnostics, LLC"
39b8b9b6-d2da-47fe-bb85-b74eec18fa97,4,5/1/2016
39b8b9b6-d2da-47fe-bb85-b74eec18fa97,5,5/1/2016
39b8b9b6-d2da-47fe-bb85-b74eec18fa97,6,5/1/2021
39b8b9b6-d2da-47fe-bb85-b74eec18fa97,3,Delaware
2a4454e3-0e72-4a22-9478-aca8aba27f49,1,Mobile Application Development Agreement
2a4454e3-0e72-4a22-9478-aca8aba27f49,2,VGrab Asia Ltd.
2a4454e3-0e72-4a22-9478-aca8aba27f49,2,Mr. Zheng Qing
2a4454e3-0e72-4a22-9478-aca8aba27f49,2,Mr. Gu Xianwin
2a4454e3-0e72-4a22-9478-aca8aba27f49,2,Ms. Chen Weijie
2a4454e3-0e72-4a22-9478-aca8aba27f49,4,3/5/2019
2a4454e3-0e72-4a22-9478-aca8aba27f49,5,3/5/2019
2a4454e3-0e72-4a22-9478-aca8aba27f49,6,9/5/2019
2a4454e3-0e72-4a22-9478-aca8aba27f49,3,Hong Kong
1f7f69a5-97b1-42dc-88a4-0fc805c642a7,1,DOMAIN NAME AND CONTENT LICENSE AGREEMENT
1f7f69a5-97b1-42dc-88a4-0fc805c642a7,2,"Beijing SINA Internet Information Service Co., Ltd."
1f7f69a5-97b1-42dc-88a4-0fc805c642a7,2,"Beijing Yisheng Leju Information Services Co., Ltd."
1f7f69a5-97b1-42dc-88a4-0fc805c642a7,4,
1f7f69a5-97b1-42dc-88a4-0fc805c642a7,5,
1f7f69a5-97b1-42dc-88a4-0fc805c642a7,6,
1f7f69a5-97b1-42dc-88a4-0fc805c642a7,3,People's Republic of China
45b89c9c-f284-4aaf-88dd-32c8df84395e,1,CONTENT LICENSE AGREEMENT
45b89c9c-f284-4aaf-88dd-32c8df84395e,2,MobileVision Communications Ltd.
45b89c9c-f284-4aaf-88dd-32c8df84395e,2,"Global Music International, Inc."
45b89c9c-f284-4aaf-88dd-32c8df84395e,4,13/07/05
45b89c9c-f284-4aaf-88dd-32c8df84395e,5,13/07/05
45b89c9c-f284-4aaf-88dd-32c8df84395e,6,
45b89c9c-f284-4aaf-88dd-32c8df84395e,3,Florida
53cc9544-57ac-4dc9-8b81-88476b571051,1,FORM OF CONTENT LICENSE AGREEMENT
53cc9544-57ac-4dc9-8b81-88476b571051,2,"YOU ON DEMAND HOLDINGS, INC."
53cc9544-57ac-4dc9-8b81-88476b571051,2,Beijing Sun Seven Stars Culture Development Limited
53cc9544-57ac-4dc9-8b81-88476b571051,4,
53cc9544-57ac-4dc9-8b81-88476b571051,5,
53cc9544-57ac-4dc9-8b81-88476b571051,6,
53cc9544-57ac-4dc9-8b81-88476b571051,3,New York
1e3a95e7-111a-4b45-a645-cba1f94fcac4,1,CONTENT LICENSE AGREEMENT
1e3a95e7-111a-4b45-a645-cba1f94fcac4,2,NCM
1e3a95e7-111a-4b45-a645-cba1f94fcac4,2,"YGP, LLC"
1e3a95e7-111a-4b45-a645-cba1f94fcac4,2,"TWK Holdings, LLC"
1e3a95e7-111a-4b45-a645-cba1f94fcac4,2,"Digicorp, Inc."
1e3a95e7-111a-4b45-a645-cba1f94fcac4,4,6/2/2008
1e3a95e7-111a-4b45-a645-cba1f94fcac4,5,
1e3a95e7-111a-4b45-a645-cba1f94fcac4,6,6/2/2010
1e3a95e7-111a-4b45-a645-cba1f94fcac4,3,California
1af725a9-2386-4aed-a2f2-19e88ea0bd58,1,CONTENT LICENSE AGREEMENT
1af725a9-2386-4aed-a2f2-19e88ea0bd58,2,PACIFICAP ENTERTAINMENT
1af725a9-2386-4aed-a2f2-19e88ea0bd58,2,THE HENRY FILM AND ENTERTAINMENT CORPORATION
1af725a9-2386-4aed-a2f2-19e88ea0bd58,4,11/3/2005
1af725a9-2386-4aed-a2f2-19e88ea0bd58,5,
1af725a9-2386-4aed-a2f2-19e88ea0bd58,6,11/3/2015
1af725a9-2386-4aed-a2f2-19e88ea0bd58,3,
7b41b0fd-cd3d-48df-a1b4-2bd2373bb24a,1,CONTENT LICENSE AGREEMENT
7b41b0fd-cd3d-48df-a1b4-2bd2373bb24a,2,"World Book, Inc."
7b41b0fd-cd3d-48df-a1b4-2bd2373bb24a,2,"HSW International, Inc."
7b41b0fd-cd3d-48df-a1b4-2bd2373bb24a,4,9/17/2008
7b41b0fd-cd3d-48df-a1b4-2bd2373bb24a,5,9/17/2008
7b41b0fd-cd3d-48df-a1b4-2bd2373bb24a,6,
7b41b0fd-cd3d-48df-a1b4-2bd2373bb24a,3,New York
fb1778ea-e7d8-4a22-af44-236aa90fddf7,1,Media Content and License Agreement
fb1778ea-e7d8-4a22-af44-236aa90fddf7,2,Watchit Media
fb1778ea-e7d8-4a22-af44-236aa90fddf7,2,Oceanic Time Warner Cable
fb1778ea-e7d8-4a22-af44-236aa90fddf7,4,
fb1778ea-e7d8-4a22-af44-236aa90fddf7,5,9/1/2006
fb1778ea-e7d8-4a22-af44-236aa90fddf7,6,12/31/2006
fb1778ea-e7d8-4a22-af44-236aa90fddf7,3,
400d32d7-3232-4ade-b496-13735dab5a26,1,ZEBRA® PARTNERCONNECT DISTRIBUTOR AGREEMENT
400d32d7-3232-4ade-b496-13735dab5a26,2,"ScanSource, Inc."
400d32d7-3232-4ade-b496-13735dab5a26,2,Zebra Technologies do Brasil - Comércio de Produtos de Informåtica Ltda.
400d32d7-3232-4ade-b496-13735dab5a26,2,"ScanSource Brazil Distribuidora de Technologias, Ltda."
400d32d7-3232-4ade-b496-13735dab5a26,2,SCANSOURCE DE MEXICO S. DE R.L. DE C.V.
400d32d7-3232-4ade-b496-13735dab5a26,2,Zebra
400d32d7-3232-4ade-b496-13735dab5a26,2,ScanSource Mexico
400d32d7-3232-4ade-b496-13735dab5a26,2,"Zebra Technologies International, LLC"
400d32d7-3232-4ade-b496-13735dab5a26,2,Xplore
400d32d7-3232-4ade-b496-13735dab5a26,2,Zebra Brazil
400d32d7-3232-4ade-b496-13735dab5a26,2,Xplore Technologies Corporation of America
400d32d7-3232-4ade-b496-13735dab5a26,2,ScanSource Latin America
400d32d7-3232-4ade-b496-13735dab5a26,2,"ScanSource Latin America, Inc."
400d32d7-3232-4ade-b496-13735dab5a26,4,2/4/2019
400d32d7-3232-4ade-b496-13735dab5a26,5,
400d32d7-3232-4ade-b496-13735dab5a26,6,
400d32d7-3232-4ade-b496-13735dab5a26,3,
91e41ce3-50d2-4125-aaae-d41e1b7cbd7f,1,AMENDMENT NO. 3 TO THE NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT
91e41ce3-50d2-4125-aaae-d41e1b7cbd7f,2,"ScanSource, Inc."
91e41ce3-50d2-4125-aaae-d41e1b7cbd7f,2,"Cisco Systems, Inc."
91e41ce3-50d2-4125-aaae-d41e1b7cbd7f,4,8/4/2010
91e41ce3-50d2-4125-aaae-d41e1b7cbd7f,5,
91e41ce3-50d2-4125-aaae-d41e1b7cbd7f,6,1/20/2012
91e41ce3-50d2-4125-aaae-d41e1b7cbd7f,3,
0ad659e2-f433-4a68-8c01-056f3b362d70,1,EXCLUSIVE DISTRIBUTOR AGREEMENT
0ad659e2-f433-4a68-8c01-056f3b362d70,2,"A3 DEVELOPMENT GROUP, LLC"
0ad659e2-f433-4a68-8c01-056f3b362d70,2,"SMART RX SYSTEMS, INC."
0ad659e2-f433-4a68-8c01-056f3b362d70,4,5/17/2017
0ad659e2-f433-4a68-8c01-056f3b362d70,5,5/17/2017
0ad659e2-f433-4a68-8c01-056f3b362d70,6,5/16/2022
0ad659e2-f433-4a68-8c01-056f3b362d70,3,Texas
3b00cb61-d7d8-4ff6-b394-988c6c04687b,1,DISTRIBUTORSHIP AGREEMENT STAAR
3b00cb61-d7d8-4ff6-b394-988c6c04687b,2,STAAR SURGICAL AG
3b00cb61-d7d8-4ff6-b394-988c6c04687b,4,
3b00cb61-d7d8-4ff6-b394-988c6c04687b,5,
3b00cb61-d7d8-4ff6-b394-988c6c04687b,6,
3b00cb61-d7d8-4ff6-b394-988c6c04687b,3,California
23618c90-3732-4b4d-b260-1988d8e41e2e,1,DISTRIBUTORSHIP AGREEMENT
23618c90-3732-4b4d-b260-1988d8e41e2e,2,"ZOGENIX, INC."
23618c90-3732-4b4d-b260-1988d8e41e2e,2,"Nippon Shinyaku Company, Ltd."
23618c90-3732-4b4d-b260-1988d8e41e2e,4,3/18/2019
23618c90-3732-4b4d-b260-1988d8e41e2e,5,3/18/2019
23618c90-3732-4b4d-b260-1988d8e41e2e,6,9/1/2045
23618c90-3732-4b4d-b260-1988d8e41e2e,3,New York
a0d51a77-4851-425a-b1ce-74b21a17ee38,1,WIRELESS CONTENT LICENSE AGREEMENT
a0d51a77-4851-425a-b1ce-74b21a17ee38,2,"Sorrent, Inc."
a0d51a77-4851-425a-b1ce-74b21a17ee38,2,TWENTIETH CENTURY FOX LICENSING & MERCHANDISING
a0d51a77-4851-425a-b1ce-74b21a17ee38,4,12/16/2004
a0d51a77-4851-425a-b1ce-74b21a17ee38,5,12/16/2004
a0d51a77-4851-425a-b1ce-74b21a17ee38,6,6/30/2006
a0d51a77-4851-425a-b1ce-74b21a17ee38,3,California
2ca9959d-8356-49da-92ca-2b7d4822914b,1,Wireless Content License Agreement Number 12965
2ca9959d-8356-49da-92ca-2b7d4822914b,2,"Glu Mobile, Inc."
2ca9959d-8356-49da-92ca-2b7d4822914b,2,"Fox Mobile Entertainment, Inc."
2ca9959d-8356-49da-92ca-2b7d4822914b,4,11/11/2005
2ca9959d-8356-49da-92ca-2b7d4822914b,5,
2ca9959d-8356-49da-92ca-2b7d4822914b,6,
2ca9959d-8356-49da-92ca-2b7d4822914b,3,
67120c69-39f0-4eee-9def-f8ad33840a2f,1,Wireless Content License Agreement Number 12965
67120c69-39f0-4eee-9def-f8ad33840a2f,2,"Glu Mobile, Inc."
67120c69-39f0-4eee-9def-f8ad33840a2f,2,"Fox Mobile Entertainment, Inc."
67120c69-39f0-4eee-9def-f8ad33840a2f,4,3/27/2006
67120c69-39f0-4eee-9def-f8ad33840a2f,5,
67120c69-39f0-4eee-9def-f8ad33840a2f,6,
67120c69-39f0-4eee-9def-f8ad33840a2f,3,
c36d65df-023e-48c3-b748-df9d453fd7f2,1,Wireless Content License Agreement Number 12965
c36d65df-023e-48c3-b748-df9d453fd7f2,2,Glu Mobile Inc.
c36d65df-023e-48c3-b748-df9d453fd7f2,2,"Fox Mobile Entertainment, Inc."
c36d65df-023e-48c3-b748-df9d453fd7f2,4,2/19/2007
c36d65df-023e-48c3-b748-df9d453fd7f2,5,
c36d65df-023e-48c3-b748-df9d453fd7f2,6,3/31/2008
c36d65df-023e-48c3-b748-df9d453fd7f2,3,
5992067b-1015-4027-84cb-4b5363960a94,1,SAMPLE OF NON-DISCLOSURE AND NON-COMPETITION AGREEMENT
5992067b-1015-4027-84cb-4b5363960a94,2,Member
5992067b-1015-4027-84cb-4b5363960a94,2,Franchisee
5992067b-1015-4027-84cb-4b5363960a94,4,
5992067b-1015-4027-84cb-4b5363960a94,5,
5992067b-1015-4027-84cb-4b5363960a94,6,
5992067b-1015-4027-84cb-4b5363960a94,3,
a7076d05-de98-4bd0-bcce-0197887fc05d,1,"CONTENT LICENSE, MARKETING AND SALES AGREEMENT"
a7076d05-de98-4bd0-bcce-0197887fc05d,2,"Playboy.com, Inc."
a7076d05-de98-4bd0-bcce-0197887fc05d,2,"eFashion Solutions, LLC"
a7076d05-de98-4bd0-bcce-0197887fc05d,4,1/15/2008
a7076d05-de98-4bd0-bcce-0197887fc05d,5,1/15/2008
a7076d05-de98-4bd0-bcce-0197887fc05d,6,2/28/2013
a7076d05-de98-4bd0-bcce-0197887fc05d,3,Illinois
de4046a0-7ce5-4bf0-af48-aac63e11c831,1,SUPPLIER/SUBCONTRACTOR CONTRACT
de4046a0-7ce5-4bf0-af48-aac63e11c831,2,"PLAYBOY.COM, INC."
de4046a0-7ce5-4bf0-af48-aac63e11c831,4,
de4046a0-7ce5-4bf0-af48-aac63e11c831,5,
de4046a0-7ce5-4bf0-af48-aac63e11c831,6,
de4046a0-7ce5-4bf0-af48-aac63e11c831,3,
3f0f5388-9f01-46c3-b723-1db2a93b7526,1,NONEXCLUSIVE VALUE ADDED DISTRIBUTOR AGREEMENT
3f0f5388-9f01-46c3-b723-1db2a93b7526,2,Cisco
3f0f5388-9f01-46c3-b723-1db2a93b7526,2,"ScanSource, Inc."
3f0f5388-9f01-46c3-b723-1db2a93b7526,2,"Cisco Systems, Inc."
3f0f5388-9f01-46c3-b723-1db2a93b7526,4,1/22/2007
3f0f5388-9f01-46c3-b723-1db2a93b7526,5,1/22/2007
3f0f5388-9f01-46c3-b723-1db2a93b7526,6,1/22/2009
3f0f5388-9f01-46c3-b723-1db2a93b7526,3,New York
79daf8d6-abe1-4cd1-862e-b3d265fdd8eb,1,Software License Agreement
79daf8d6-abe1-4cd1-862e-b3d265fdd8eb,2,Cisco
79daf8d6-abe1-4cd1-862e-b3d265fdd8eb,2,Customer
79daf8d6-abe1-4cd1-862e-b3d265fdd8eb,4,
79daf8d6-abe1-4cd1-862e-b3d265fdd8eb,5,
79daf8d6-abe1-4cd1-862e-b3d265fdd8eb,6,
79daf8d6-abe1-4cd1-862e-b3d265fdd8eb,3,California
cd8b7715-e6a9-49f4-b27c-bbb2c98ae726,1,SOFTWARE DEVELOPMENT AGREEMENT
cd8b7715-e6a9-49f4-b27c-bbb2c98ae726,2,Pelican Delivers Inc.
cd8b7715-e6a9-49f4-b27c-bbb2c98ae726,2,"DOT COM LLC, OBA Seattle Software Developers"
cd8b7715-e6a9-49f4-b27c-bbb2c98ae726,2,Client
cd8b7715-e6a9-49f4-b27c-bbb2c98ae726,4,12/3/2018
cd8b7715-e6a9-49f4-b27c-bbb2c98ae726,5,12/3/2018
cd8b7715-e6a9-49f4-b27c-bbb2c98ae726,6,
cd8b7715-e6a9-49f4-b27c-bbb2c98ae726,3,Washington
584fe5ff-ee3c-4103-a559-81c716f286a3,1,Software Development Agreement
584fe5ff-ee3c-4103-a559-81c716f286a3,2,"SEATTLE SOFTWARE DEVELOPERS, Inc."
584fe5ff-ee3c-4103-a559-81c716f286a3,2,PELICAN DELIVERS INC.
584fe5ff-ee3c-4103-a559-81c716f286a3,4,
584fe5ff-ee3c-4103-a559-81c716f286a3,5,
584fe5ff-ee3c-4103-a559-81c716f286a3,6,
584fe5ff-ee3c-4103-a559-81c716f286a3,3,
2142d802-f838-48ea-91e5-2c632e3b47e6,1,MANUFACTURING AGREEMENT
2142d802-f838-48ea-91e5-2c632e3b47e6,2,PREMIER NUTRITION CORPORATION
2142d802-f838-48ea-91e5-2c632e3b47e6,2,"Stremicks Heritage Foods, LLC"
2142d802-f838-48ea-91e5-2c632e3b47e6,4,7/1/2017
2142d802-f838-48ea-91e5-2c632e3b47e6,5,7/1/2017
2142d802-f838-48ea-91e5-2c632e3b47e6,6,12/31/2022
2142d802-f838-48ea-91e5-2c632e3b47e6,3,California
d459ef03-a228-4f07-927b-36ecadb25b35,1,"MANUFACTURING AGREEMENT, AMENDMENT NO. 1"
d459ef03-a228-4f07-927b-36ecadb25b35,2,Premier Nutrition Corporation
d459ef03-a228-4f07-927b-36ecadb25b35,2,"Stremick's Heritage Foods, LLC"
d459ef03-a228-4f07-927b-36ecadb25b35,4,6/11/2018
d459ef03-a228-4f07-927b-36ecadb25b35,5,6/11/2018
d459ef03-a228-4f07-927b-36ecadb25b35,6,
d459ef03-a228-4f07-927b-36ecadb25b35,3,
233e458c-c152-41cd-b1e9-b75715fc7fc5,1,AMENDMENT NO. 3
233e458c-c152-41cd-b1e9-b75715fc7fc5,2,Premier Nutrition Corporation
233e458c-c152-41cd-b1e9-b75715fc7fc5,2,"Stremicks Heritage Foods, LLC"
233e458c-c152-41cd-b1e9-b75715fc7fc5,4,7/3/2019
233e458c-c152-41cd-b1e9-b75715fc7fc5,5,7/3/2019
233e458c-c152-41cd-b1e9-b75715fc7fc5,6,
233e458c-c152-41cd-b1e9-b75715fc7fc5,3,
4c2f0557-7c72-4f07-be06-2328b39e5c5f,1,CONSULTING AGREEMENT
4c2f0557-7c72-4f07-be06-2328b39e5c5f,2,"Kiromic, Inc"
4c2f0557-7c72-4f07-be06-2328b39e5c5f,2,Gianluca Rotino
4c2f0557-7c72-4f07-be06-2328b39e5c5f,4,7/20/2018
4c2f0557-7c72-4f07-be06-2328b39e5c5f,5,7/1/2018
4c2f0557-7c72-4f07-be06-2328b39e5c5f,6,
4c2f0557-7c72-4f07-be06-2328b39e5c5f,3,Texas
79abe7f8-9a65-4e5e-bd1b-c23df3d2d270,1,CONSULTING AGREEMENT
79abe7f8-9a65-4e5e-bd1b-c23df3d2d270,2,GROUPE PARAMEUS CORP
79abe7f8-9a65-4e5e-bd1b-c23df3d2d270,2,Sphere 3D Corp.
